co_fat_cidadao_pec,no_cidadao,dt_registro_nascimento,ds_sexo,nu_cns,nu_cpf_cidadao,nu_telefone_celular,st_faleceu,dt_ultima_atualizacao_cidadao,st_diabetes_diagnosticada,st_hipertensao_diagnosticada,nu_ine,no_equipe,data_ultimo_atend_individual,equipe_ine_atendimento,equipe_nome_atendimento,nu_atend_ubs_ultimos_12_meses,data_transmissao
700744,CICRANO REZENDE ALBUQUERQUE,1939-11-30,MASCULINO,877423528552928,43690064814,(12) 99633-5960,0,2026-04-27 10:40:00,0,0,0001234572,ESF 5,2023-12-25,0001234572,ESF 5,0,2026-08-01
700745,FULANO GUIMARAES DA UCHOA,1980-02-09,MASCULINO,800583966733147,89184896095,(17) 91665-4513,0,2025-03-26 16:50:00,0,0,0001234568,ESF 2,2026-02-05,0001234568,ESF 2,1,2026-08-01
700746,BELTRANA PORTELA BANDEIRA,2015-06-23,FEMININO,791938399893002,35010113504,(17) 96398-8229,0,2026-06-22 10:45:00,0,0,0001234570,ESF 4,2023-04-10,0001234570,ESF 4,0,2026-08-01
700747,FULANA DA FURTADO,1937-09-26,FEMININO,891398247286653,45602315595,(19) 93740-2294,0,2026-04-19 11:50:00,0,0,0001234572,ESF 5,2025-02-25,0001234572,ESF 5,0,2026-08-01
700748,CICRANO FURTADO,1960-01-02,MASCULINO,823206344426358,86987393690,(18) 95810-1882,0,2025-12-17 12:20:00,0,0,0001234569,ESF 3,2026-01-23,0001234569,ESF 3,1,2026-08-01
700749,FULANO GUIMARAES SAMPAIO,2009-07-28,MASCULINO,770249435674438,20810977371,(16) 92201-2953,0,2025-08-30 09:45:00,0,0,0001234571,ESF 5,2024-03-13,0001234571,ESF 5,0,2026-08-01
700750,FULANA NOGUEIRA VASCONCELOS,1979-03-10,FEMININO,814158456147437,46451165256,(14) 94988-1771,0,2026-02-09 11:40:00,0,0,0001234567,ESF  1 ,2023-08-21,0001234567,ESF  1 ,0,2026-08-01
700751,BELTRANO ZAMBONI QUINTELA,1955-12-13,MASCULINO,899484954273697,99482883277,(17) 99777-8970,0,2024-09-23 10:20:00,0,0,0001234573,ESF 7,2025-11-20,0001234573,ESF 7,1,2026-08-01
700752,FULANA UCHOA DOS FURTADO,1997-10-30,FEMININO,713416732929795,61564110703,(15) 91627-5786,0,2026-06-02 12:00:00,1,0,0001234567,ESF  1 ,2024-08-16,0001234567,ESF  1 ,0,2026-08-01
700753,SICRANO DA LACERDA,1937-02-22,MASCULINO,714114365433927,60719992274,(14) 96710-7931,0,2025-07-28 15:30:00,0,0,0001234569,ESF 3,2025-04-08,0001234569,ESF 3,0,2026-08-01
700754,BELTRANO FURTADO NOVAES,2002-12-04,MASCULINO,861528796184301,63819706501,(13) 98018-3535,0,2024-12-13 08:45:00,0,0,0001234569,ESF 3,2024-01-24,0001234569,ESF 3,0,2026-08-01
700755,SICRANA HUNGRIA,1943-11-02,FEMININO,886865190308315,11076313354,(13) 98149-4572,0,2025-12-23 13:10:00,0,0,0001234569,ESF 3,2024-12-07,0001234569,ESF 3,0,2026-08-01
700756,SICRANA LOUREIRO DA ESCOBAR,1961-02-24,FEMININO,868534342749311,50937928373,(17) 98689-4303,0,2026-03-27 10:10:00,0,0,0001234567,ESF  1 ,2025-06-10,0001234567,ESF  1 ,0,2026-08-01
700757,FULANO BITTENCOURT DE SAMPAIO,1979-04-11,MASCULINO,700739742246851,02886033384,(18) 93585-7486,0,2025-01-25 16:45:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700758,CICRANA GALVAO,1939-06-23,FEMININO,877255655136935,79628776933,(17) 93720-1808,0,2025-11-12 11:20:00,0,0,0001234567,ESF  1 ,2026-01-12,0001234567,ESF  1 ,1,2026-08-01
700759,SICRANO PORTELA DANTAS,1951-03-17,MASCULINO,812547682156258,37479228725,(14) 96110-9928,0,2025-07-08 10:10:00,0,0,0001234573,ESF 7,2025-04-09,0001234573,ESF 7,0,2026-08-01
700760,SICRANO MESQUITA DE CARVALHO,1968-07-11,MASCULINO,722945844534527,76120006444,(15) 97543-8996,0,2025-12-28 10:15:00,0,0,0001234573,ESF 7,2025-03-08,0001234573,ESF 7,0,2026-08-01
700761,CICRANA TEIXEIRA LACERDA,1955-12-17,FEMININO,869458827596028,10992332835,(15) 92178-4317,0,2025-07-15 16:10:00,0,0,0001234568,ESF 2,,,,0,2026-08-01
700762,,1974-10-20,FEMININO,717577192714819,27491834991,(18) 93184-4579,0,2025-04-06 14:20:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700763,BELTRANO DA BANDEIRA,1953-04-14,MASCULINO,851723545883132,79402129155,(18) 92706-9929,0,2025-05-21 16:40:00,0,0,0001234568,ESF 2,2023-07-14,0001234568,ESF 2,0,2026-08-01
700764,CICRANA VASCONCELOS DOS PORTELA,2001-09-07,FEMININO,881376057116189,32542419834,(14) 96071-6105,0,2024-11-17 16:20:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700765,FULANO FURTADO,1937-05-20,MASCULINO,874506405641201,55827472655,(14) 98015-9542,0,2026-03-05 16:45:00,0,0,0001234571,ESF 5,2025-09-16,0001234571,ESF 5,1,2026-08-01
700766,BELTRANA DELGADO,2020-06-04,FEMININO,747225866001845,87508813881,(13) 93637-8446,0,2024-11-04 11:10:00,0,0,0001234568,ESF 2,2026-02-20,0001234568,ESF 2,2,2026-08-01
700767,FULANO XAVIER GALVAO,1962-02-20,MASCULINO,844464561675714,38983519470,(11) 92421-5215,0,2025-02-11 12:30:00,0,0,0001234570,ESF 4,2025-10-16,0001234570,ESF 4,1,2026-08-01
700768,FULANO MARINHO VALADARES,1938-12-23,MASCULINO,881090941766133,84530605842,(11) 97177-9676,0,2026-06-14 16:40:00,0,0,0001234568,ESF 2,2026-07-15,0001234568,ESF 2,1,2026-08-01
700769,CICRANA DA ZAMBONI,2017-03-26,FEMININO,867511332562142,04266762624,(18) 92165-3943,0,2024-09-04 16:50:00,0,0,0001234570,ESF 4,2024-12-04,0001234570,ESF 4,0,2026-08-01
700770,SICRANO PEIXOTO LACERDA,2003-11-10,MASCULINO,873434324410866,26912321829,(15) 94154-8987,0,2025-06-04 13:45:00,0,0,0001234570,ESF 4,2025-11-06,0001234570,ESF 4,1,2026-08-01
700771,SICRANO ZAMBONI PORTELA,1941-07-14,MASCULINO,874223250601735,28078560207,(17) 92405-7384,0,2026-06-01 15:30:00,0,0,0001234569,ESF 3,2024-07-06,0001234569,ESF 3,0,2026-08-01
700772,CICRANA SALGADO,1991-07-29,FEMININO,763829218807815,59735087732,(16) 95023-4599,0,2024-10-20 08:40:00,0,0,0001234571,ESF 5,2026-01-08,0001234571,ESF 5,1,2026-08-01
700773,FULANA PEIXOTO REZENDE,1982-12-12,FEMININO,769677181374051,75281739914,(16) 93844-3776,0,2024-09-12 08:45:00,0,0,0001234573,ESF 7,2026-03-19,0001234573,ESF 7,1,2026-08-01
700774,BELTRANO DA HUNGRIA,1952-11-20,MASCULINO,702178019069833,89262467878,(13) 97796-4416,0,2024-10-01 14:00:00,0,0,0001234567,ESF  1 ,2024-06-24,0001234567,ESF  1 ,0,2026-08-01
700775,FULANO DANTAS,1949-08-07,MASCULINO,732245950278165,51184503495,(14) 94467-8490,0,2025-09-24 12:20:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
700776,BELTRANA QUEIROZ DOS CARVALHO,1956-10-23,FEMININO,706956756957680,89459801995,(17) 99626-9873,0,2025-01-27 12:20:00,0,0,0001234573,ESF 7,2026-06-22,0001234573,ESF 7,4,2026-08-01
700777,SICRANA FONTOURA DA PORTELA,2001-11-12,FEMININO,872751412987035,06108107660,(12) 99050-9843,0,2024-09-21 08:20:00,1,0,0001234567,ESF  1 ,2024-05-30,0001234567,ESF  1 ,0,2026-08-01
700778,FULANA PORTELA DE GUIMARAES,2010-01-31,FEMININO,796213991839702,60586724819,(15) 96594-8096,0,2025-12-04 13:15:00,0,0,0001234571,ESF 5,2026-02-26,0001234571,ESF 5,1,2026-08-01
700779,CICRANO ESTEVES,1952-04-14,MASCULINO,779149171365110,53378960915,(18) 98298-4734,0,2025-07-30 14:20:00,0,0,0001234567,ESF  1 ,2023-04-04,0001234567,ESF  1 ,0,2026-08-01
700780,CICRANO VASCONCELOS,1945-09-16,MASCULINO,742941961254583,12206737907,(17) 91515-7259,0,2026-05-08 15:30:00,1,0,0001234571,ESF 5,2024-04-22,0001234571,ESF 5,0,2026-08-01
700781,CICRANA SAMPAIO,2013-04-04,FEMININO,838793648150228,54482314707,(14) 96463-1944,0,2025-05-29 12:45:00,0,0,0001234570,ESF 4,2026-04-04,0001234570,ESF 4,2,2026-08-01
700782,,1998-01-03,MASCULINO,806512767243247,79122164481,(17) 95298-2100,0,2026-03-17 10:45:00,0,0,0001234569,ESF 3,,,,0,2026-08-01
700783,FULANA ZAMBONI,1969-08-18,FEMININO,789086150031603,02456210400,(12) 96333-9513,0,2025-05-24 09:30:00,0,0,0001234569,ESF 3,2025-04-15,0001234569,ESF 3,0,2026-08-01
700784,FULANA ZAMBONI DOS FONTOURA,1964-05-12,FEMININO,865376237829954,30959425404,(19) 94535-6268,0,2024-11-20 12:15:00,1,0,0001234570,ESF 4,2025-04-25,0001234570,ESF 4,0,2026-08-01
700785,SICRANO DANTAS DANTAS,1956-06-13,MASCULINO,882886610583585,61355044015,(12) 96461-1580,0,2026-02-18 08:40:00,0,0,0001234567,ESF  1 ,2022-10-03,0001234567,ESF  1 ,0,2026-08-01
700786,SICRANA SAMPAIO DOS PEIXOTO,1983-10-14,FEMININO,799866276411264,02568887878,(15) 92536-4858,0,2026-03-02 16:50:00,0,0,0001234571,ESF 5,2024-09-27,0001234571,ESF 5,0,2026-08-01
700787,CICRANO QUEIROZ,2024-12-09,MASCULINO,880736918143327,73712720301,(13) 99876-8348,0,2026-06-05 11:20:00,0,0,0001234571,ESF 5,2026-06-18,0001234571,ESF 5,1,2026-08-01
700788,SICRANA DE TAVARES,1938-04-27,FEMININO,788563244810453,24970682241,(12) 94968-8392,0,2025-06-22 16:50:00,0,0,0001234567,ESF  1 ,2026-05-21,0001234567,ESF  1 ,1,2026-08-01
700789,CICRANA NOVAES,1989-08-24,FEMININO,859042598293408,96765608550,(13) 99078-8156,0,2026-01-22 08:45:00,1,0,0001234572,ESF 5,2026-04-30,0001234572,ESF 5,2,2026-08-01
700790,BELTRANO BANDEIRA DOS ESCOBAR,1997-02-05,MASCULINO,821674174836719,20608928055,(12) 92835-5290,0,2025-12-06 09:00:00,0,0,0001234571,ESF 5,2026-04-03,0001234571,ESF 5,5,2026-08-01
700791,CICRANO NOGUEIRA VASCONCELOS,2007-04-15,MASCULINO,897053457066389,02438119005,(16) 93652-6464,0,2025-07-02 12:10:00,0,0,0001234568,ESF 2,2026-06-28,0001234568,ESF 2,3,2026-08-01
700792,CICRANA DA ZAMBONI,1950-03-28,FEMININO,749617983650804,96498032627,(17) 95889-7466,0,2025-09-14 14:15:00,0,0,0001234572,ESF 5,2023-10-14,0001234572,ESF 5,0,2026-08-01
700793,CICRANA DA UCHOA,2013-11-15,FEMININO,718882811269900,41684588732,(17) 94817-3232,0,2025-04-09 15:45:00,0,0,0001234568,ESF 2,2024-03-13,0001234568,ESF 2,0,2026-08-01
700794,CICRANA NOVAES DA LACERDA,2004-05-02,FEMININO,772311943885733,26243719317,(15) 92407-3313,0,2025-01-15 12:40:00,0,0,0001234571,ESF 5,2022-09-23,0001234571,ESF 5,0,2026-08-01
700795,CICRANA GALVAO FURTADO,1972-09-30,FEMININO,806298142327235,61131680341,(11) 92488-1955,0,2025-03-29 15:50:00,0,0,0001234573,ESF 7,2025-08-22,0001234573,ESF 7,2,2026-08-01
700796,BELTRANA GALVAO DA XAVIER,1982-11-01,FEMININO,865886770397300,79041604716,(14) 95780-5361,0,2025-02-13 12:40:00,0,0,0001234573,ESF 7,2025-03-12,0001234573,ESF 7,0,2026-08-01
700797,FULANO JARDIM,2003-07-06,MASCULINO,855145146202439,28172528966,(14) 94158-2047,0,2026-02-18 12:20:00,0,0,0001234567,ESF  1 ,2025-11-08,0001234567,ESF  1 ,1,2026-08-01
700798,BELTRANA SAMPAIO HUNGRIA,2011-06-08,FEMININO,809517096382802,65493959098,(17) 99981-2159,0,2025-02-26 13:30:00,0,0,0001234572,ESF 5,2025-03-30,0001234572,ESF 5,0,2026-08-01
700799,CICRANA DANTAS MESQUITA,2010-11-10,FEMININO,772927837348513,05917849201,(14) 92563-4238,0,2025-03-08 10:20:00,0,0,0001234572,ESF 5,2023-11-21,0001234572,ESF 5,0,2026-08-01
700800,FULANA BITTENCOURT DOS DELGADO,1954-12-07,FEMININO,791790929021674,57648186722,(19) 97543-9475,0,2024-10-01 10:50:00,0,0,0001234569,ESF 3,,,,0,2026-08-01
700801,CICRANO DE BITTENCOURT,1956-05-27,MASCULINO,731916429788419,76790056051,(13) 96883-7054,0,2025-03-01 11:40:00,0,0,0001234571,ESF 5,2025-03-08,0001234571,ESF 5,0,2026-08-01
700802,CICRANA TEIXEIRA DA NOGUEIRA,1987-09-23,FEMININO,883839007556874,54861415994,(17) 94475-5948,0,2025-05-29 08:10:00,1,0,0001234567,ESF  1 ,2024-12-27,0001234567,ESF  1 ,0,2026-08-01
700803,CICRANO DOS JARDIM,2023-11-30,MASCULINO,759009968438720,42090180588,(13) 92894-3334,0,2025-11-01 11:10:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700804,CICRANO ORNELAS DANTAS,1963-08-21,MASCULINO,746264542212298,85359994003,(15) 93860-9062,0,2025-09-24 14:50:00,0,0,0001234568,ESF 2,2024-10-23,0001234568,ESF 2,0,2026-08-01
700805,CICRANO DA QUINTELA,1953-07-27,MASCULINO,778748175016059,46698150241,(12) 97380-8120,0,2025-04-18 09:45:00,0,0,0001234568,ESF 2,2024-02-22,0001234568,ESF 2,0,2026-08-01
700806,BELTRANO DE HUNGRIA,2012-09-28,MASCULINO,811766358545675,26384573106,(12) 92473-6804,0,2025-12-19 16:20:00,0,0,0001234571,ESF 5,2026-02-13,0001234571,ESF 5,3,2026-08-01
700807,FULANA MESQUITA DA SALGADO,2014-01-30,FEMININO,748626253804023,66988068547,(19) 94991-2639,0,2024-09-11 14:20:00,0,0,0001234567,ESF  1 ,2024-09-12,0001234567,ESF  1 ,0,2026-08-01
700808,SICRANA ALBUQUERQUE DOS TEIXEIRA,1942-08-24,FEMININO,845212276480085,54981021276,(11) 92082-1818,0,2025-03-16 15:15:00,0,0,0001234569,ESF 3,2026-02-12,0001234569,ESF 3,1,2026-08-01
700809,FULANO CORDEIRO MESQUITA,2009-09-18,MASCULINO,854952000014235,57821580181,(16) 95181-1591,0,2025-11-10 14:30:00,0,0,0001234572,ESF 5,2025-10-15,0001234572,ESF 5,1,2026-08-01
700810,SICRANA DA XAVIER,1981-05-27,FEMININO,747478986421200,66438121437,(13) 97829-1055,0,2026-02-10 16:20:00,0,0,0001234573,ESF 7,2023-10-10,0001234573,ESF 7,0,2026-08-01
700811,CICRANA LOUREIRO DA LOUREIRO,1979-12-24,FEMININO,758165993529463,89423383131,(18) 94606-7166,0,2025-09-26 11:20:00,0,0,0001234570,ESF 4,2026-01-02,0001234570,ESF 4,2,2026-08-01
700812,FULANA GALVAO CARVALHO,1955-05-11,FEMININO,757710276194202,45559441865,(14) 97453-1000,0,2024-09-09 13:00:00,0,0,0001234572,ESF 5,2026-03-19,0001234572,ESF 5,1,2026-08-01
700813,BELTRANA DE TEIXEIRA,2006-02-18,FEMININO,876045845324180,81343286108,(16) 97306-6278,0,2025-03-22 09:00:00,0,0,0001234570,ESF 4,2024-09-29,0001234570,ESF 4,0,2026-08-01
700814,BELTRANO ESTEVES GALVAO,1963-12-30,MASCULINO,803077990086184,64535585050,(13) 98806-8211,0,2026-05-20 09:30:00,0,0,0001234567,ESF  1 ,2026-04-18,0001234567,ESF  1 ,3,2026-08-01
700815,BELTRANO DELGADO NOVAES,1943-06-27,MASCULINO,815111708389275,78764429432,(18) 97534-4826,0,2026-03-11 11:10:00,0,0,0001234570,ESF 4,2022-08-21,0001234570,ESF 4,0,2026-08-01
700816,SICRANO REZENDE DA ZAMBONI,1942-02-19,MASCULINO,833342789467610,33613637139,(17) 98949-4298,0,2025-09-30 08:45:00,0,0,0001234572,ESF 5,2026-04-24,0001234572,ESF 5,1,2026-08-01
700817,FULANO DA SALGADO,2009-04-25,MASCULINO,825997515002916,38725680511,(14) 92107-4127,0,2024-09-24 10:45:00,1,0,0001234567,ESF  1 ,2026-05-30,0001234567,ESF  1 ,1,2026-08-01
700818,FULANA NOGUEIRA TAVARES,1985-01-15,FEMININO,772349656205868,70321275170,(13) 96665-3572,0,2026-07-24 16:00:00,0,0,0001234569,ESF 3,2025-06-26,0001234569,ESF 3,0,2026-08-01
700819,CICRANO PORTELA VALADARES,1992-01-20,MASCULINO,801505314345698,69017177251,(18) 97286-5854,0,2026-05-25 13:45:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700820,CICRANO JARDIM DOS DELGADO,1967-11-13,MASCULINO,874004512332227,63011597562,(14) 91887-8251,0,2026-07-04 09:30:00,0,0,0001234569,ESF 3,2025-01-24,0001234569,ESF 3,0,2026-08-01
700821,SICRANA HUNGRIA,2017-02-09,FEMININO,767787031620567,25817266874,(18) 98372-2557,0,2024-10-14 10:00:00,0,0,0001234571,ESF 5,2024-12-24,0001234571,ESF 5,0,2026-08-01
700822,SICRANA DANTAS PEIXOTO,1981-04-24,FEMININO,879654367612561,66673743167,(17) 92767-5251,0,2026-02-04 13:15:00,0,0,0001234572,ESF 5,2023-05-19,0001234572,ESF 5,0,2026-08-01
700823,FULANO SAMPAIO DOS ESTEVES,1988-04-02,MASCULINO,867502031159715,87077708129,(11) 95290-2716,0,2026-06-27 16:00:00,0,0,0001234571,ESF 5,2026-05-31,0001234571,ESF 5,1,2026-08-01
700824,BELTRANA ESCOBAR DE CORDEIRO,1938-08-05,FEMININO,816572021417674,76446225785,(12) 94598-3886,0,2025-12-18 09:00:00,0,0,0001234573,ESF 7,2026-05-21,0001234573,ESF 7,3,2026-08-01
700825,SICRANO DOS LACERDA,1938-02-15,MASCULINO,758908983548554,59685802751,(15) 97715-7896,0,2025-10-08 13:45:00,0,0,0001234573,ESF 7,2026-05-16,0001234573,ESF 7,2,2026-08-01
700826,CICRANA VALADARES LACERDA,2009-10-11,FEMININO,888207791766703,23095647370,(16) 93786-1113,0,2025-06-26 12:30:00,0,0,0001234569,ESF 3,2024-08-27,0001234569,ESF 3,0,2026-08-01
700827,BELTRANA DA CARVALHO,2017-04-15,FEMININO,875580872990380,43080423306,(12) 93355-7105,0,2025-10-25 11:20:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700828,CICRANA NOVAES,1967-03-29,FEMININO,867325896523223,01697401709,(19) 91284-3359,0,2024-11-29 14:50:00,0,0,0001234573,ESF 7,2024-03-07,0001234573,ESF 7,0,2026-08-01
700829,BELTRANO ALBUQUERQUE ORNELAS,1959-05-20,MASCULINO,822114366897745,93698684102,(15) 91357-8621,0,2024-10-23 11:00:00,0,0,0001234571,ESF 5,2025-05-30,0001234571,ESF 5,0,2026-08-01
700830,SICRANA JARDIM,2025-04-29,FEMININO,848003775272750,66759566557,(15) 99855-5215,0,2026-07-18 09:10:00,0,0,0001234573,ESF 7,2026-07-10,0001234573,ESF 7,1,2026-08-01
700831,FULANA UCHOA DE GUIMARAES,1995-03-13,FEMININO,811704909053256,22507668866,(17) 91267-6031,0,2025-07-17 09:10:00,0,0,0001234569,ESF 3,2022-10-07,0001234569,ESF 3,0,2026-08-01
700832,CICRANO LACERDA LACERDA,1993-04-04,MASCULINO,894392954108988,82925789278,(16) 94537-1787,0,2025-03-25 08:40:00,0,0,0001234568,ESF 2,2026-06-17,0001234568,ESF 2,1,2026-08-01
700833,SICRANA CORDEIRO ESCOBAR,1954-12-02,FEMININO,886836181234707,41337179966,(13) 91195-2138,0,2025-02-20 11:15:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
700834,SICRANA SALGADO DA BANDEIRA,1950-08-29,FEMININO,837488132765669,54556955255,(16) 97909-6472,0,2025-09-17 15:45:00,0,0,0001234567,ESF  1 ,2024-07-14,0001234567,ESF  1 ,0,2026-08-01
700835,SICRANO DA TAVARES,2026-10-09,MASCULINO,785214298465137,21722274639,(14) 94463-4732,0,2026-02-04 11:20:00,0,0,0001234570,ESF 4,2024-06-27,0001234570,ESF 4,0,2026-08-01
700836,CICRANO SALGADO DA QUEIROZ,2003-02-12,MASCULINO,838495833642299,30328674011,(15) 91931-9598,0,2025-01-27 16:00:00,0,0,0001234569,ESF 3,2026-01-29,0001234569,ESF 3,1,2026-08-01
700837,CICRANA CORDEIRO DE VASCONCELOS,2014-04-23,FEMININO,772838281202717,43179092352,(14) 94231-5368,0,2024-10-21 16:30:00,1,0,0001234570,ESF 4,2024-11-29,0001234570,ESF 4,0,2026-08-01
700838,BELTRANO NOGUEIRA FONTOURA,2015-02-02,MASCULINO,716231027147469,79845512608,(18) 96060-1970,0,2025-09-08 13:00:00,0,0,0001234569,ESF 3,,,,0,2026-08-01
700839,SICRANA BANDEIRA TAVARES,1967-09-16,FEMININO,800073578570772,64460261295,(16) 92823-1032,0,2026-05-25 10:40:00,0,0,0001234569,ESF 3,2026-04-05,0001234569,ESF 3,1,2026-08-01
700840,BELTRANA REZENDE DA TEIXEIRA,1985-04-01,FEMININO,788305411362195,78117319757,(14) 98777-3105,0,2024-10-30 13:50:00,0,0,0001234572,ESF 5,2023-11-13,0001234572,ESF 5,0,2026-08-01
700841,BELTRANO SALGADO LOUREIRO,2018-01-10,MASCULINO,728672769340738,54938891965,(18) 95051-2731,0,2025-04-04 08:30:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700842,FULANA FURTADO TAVARES,2017-01-08,FEMININO,704749225532592,56403217250,(14) 95779-1781,0,2025-10-03 10:50:00,0,0,0001234569,ESF 3,2023-12-31,0001234569,ESF 3,0,2026-08-01
700843,SICRANO GUIMARAES DOS MESQUITA,2021-05-18,MASCULINO,711610605682614,87014144881,(14) 91214-1590,0,2024-09-08 16:00:00,0,0,0001234568,ESF 2,2026-04-20,0001234568,ESF 2,2,2026-08-01
700844,SICRANA DELGADO,2023-02-15,FEMININO,749482671825849,03938679787,(16) 91530-1931,0,2025-04-22 08:15:00,1,0,0001234567,ESF  1 ,,,,0,2026-08-01
700845,FULANO BANDEIRA DE GALVAO,2012-07-07,MASCULINO,727701968127734,07555404843,(13) 95695-8355,0,2025-10-16 16:00:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700846,BELTRANA PORTELA TEIXEIRA,1989-05-30,FEMININO,870267010759170,83153607282,(18) 99734-7568,0,2024-09-13 14:50:00,1,0,0001234573,ESF 7,2025-09-26,0001234573,ESF 7,1,2026-08-01
700847,BELTRANO DA ORNELAS,2020-01-15,MASCULINO,826372852999688,86050803103,(17) 97415-9821,0,2024-12-27 08:30:00,1,0,0001234573,ESF 7,2025-10-10,0001234573,ESF 7,4,2026-08-01
700848,BELTRANA ORNELAS DE LACERDA,1958-02-19,FEMININO,884785875620143,48035811267,(13) 97035-1158,0,2024-09-05 09:15:00,0,0,0001234569,ESF 3,2025-03-29,0001234569,ESF 3,0,2026-08-01
700849,FULANO DA BITTENCOURT,1936-08-28,MASCULINO,768311500246736,54748834391,(13) 97575-7770,0,2025-08-25 11:30:00,0,0,0001234573,ESF 7,2025-04-03,0001234573,ESF 7,0,2026-08-01
700850,BELTRANA ZAMBONI DE JARDIM,2000-10-15,FEMININO,791939948933818,47230685118,(13) 94256-7077,0,2025-04-26 16:30:00,0,0,0001234569,ESF 3,2022-09-20,0001234569,ESF 3,0,2026-08-01
700851,FULANO VASCONCELOS NOGUEIRA,2022-09-07,MASCULINO,720116802178803,05488316028,(12) 95542-3911,0,2025-09-21 13:30:00,0,0,0001234568,ESF 2,2022-06-24,0001234568,ESF 2,0,2026-08-01
700852,SICRANO CARVALHO JARDIM,2020-05-22,MASCULINO,825134428560554,67560707549,(12) 98449-6454,0,2024-12-30 10:40:00,0,0,0001234568,ESF 2,2024-07-30,0001234568,ESF 2,0,2026-08-01
700853,SICRANO XAVIER,1949-02-12,MASCULINO,860058389861659,43711172521,(14) 99538-4185,0,2026-01-04 09:20:00,0,0,0001234567,ESF  1 ,,,,0,2026-08-01
700854,FULANO LACERDA DOS GALVAO,2022-10-21,MASCULINO,795650809619506,49684100001,(18) 99416-5386,0,2025-07-08 10:40:00,0,0,0001234571,ESF 5,2024-08-21,0001234571,ESF 5,0,2026-08-01
700855,FULANO FURTADO DA MESQUITA,2011-12-19,MASCULINO,828750820900477,80129826333,(12) 93747-1808,0,2025-09-28 13:20:00,0,0,0001234570,ESF 4,2024-10-27,0001234570,ESF 4,0,2026-08-01
700856,FULANO LACERDA BANDEIRA,1978-06-08,MASCULINO,752070512328259,84777619738,(12) 98835-6021,0,2025-02-15 15:50:00,1,0,0001234571,ESF 5,2025-06-22,0001234571,ESF 5,0,2026-08-01
700857,CICRANA JARDIM,1961-02-05,FEMININO,850279507054053,33102905731,(11) 99847-8917,0,2024-09-30 13:15:00,1,0,0001234573,ESF 7,2025-03-22,0001234573,ESF 7,0,2026-08-01
700858,SICRANO TEIXEIRA,2017-12-24,MASCULINO,733265861606210,16740939421,(11) 94198-5420,0,2026-02-25 13:30:00,0,0,0001234567,ESF  1 ,2025-04-30,0001234567,ESF  1 ,0,2026-08-01
700859,CICRANA QUINTELA FURTADO,2025-04-29,FEMININO,740879411449021,13489309422,(12) 99314-7961,0,2025-04-28 14:10:00,0,0,0001234567,ESF  1 ,2026-06-10,0001234567,ESF  1 ,1,2026-08-01
700860,SICRANO DA CARVALHO,1942-03-26,MASCULINO,789584606494401,23956806132,(12) 91935-7134,0,2024-12-08 09:20:00,0,0,0001234567,ESF  1 ,2026-03-01,0001234567,ESF  1 ,1,2026-08-01
700861,CICRANO GUIMARAES CARVALHO,1996-08-27,MASCULINO,836273546348466,34089490775,(12) 92348-3080,0,2025-04-22 16:30:00,0,0,0001234567,ESF  1 ,2024-01-11,0001234567,ESF  1 ,0,2026-08-01
700862,FULANA ALBUQUERQUE DA ALBUQUERQUE,2004-05-20,FEMININO,758415732905066,80846940818,(17) 94433-4428,0,2026-03-19 12:10:00,0,0,0001234571,ESF 5,2026-03-27,0001234571,ESF 5,1,2026-08-01
700863,BELTRANO GALVAO ESTEVES,1936-11-18,MASCULINO,820282484961521,37704649401,(19) 94526-7500,0,2025-09-22 12:10:00,0,0,0001234571,ESF 5,2025-09-09,0001234571,ESF 5,1,2026-08-01
700864,BELTRANO CARVALHO DOS MARINHO,1983-05-26,MASCULINO,781055037584960,27001877922,(12) 94260-5811,0,2026-07-16 14:10:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700865,BELTRANA MESQUITA,2024-04-11,FEMININO,720705646501942,31305221746,(12) 98600-4493,0,2026-03-12 08:15:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
700866,CICRANO DE VALADARES,1955-08-19,MASCULINO,804953537996149,45368686073,(13) 92644-9426,0,2025-01-12 10:45:00,0,0,0001234570,ESF 4,2023-07-31,0001234570,ESF 4,0,2026-08-01
700867,CICRANO NOGUEIRA DE LACERDA,2019-01-03,MASCULINO,860349995151505,48684618697,(12) 98718-4186,0,2026-05-20 12:50:00,0,0,0001234567,ESF  1 ,2023-01-25,0001234567,ESF  1 ,0,2026-08-01
700868,SICRANA REZENDE DA VASCONCELOS,1987-04-08,FEMININO,771009032334544,26924177043,(16) 92163-9936,0,2025-06-17 08:45:00,0,0,0001234572,ESF 5,2025-05-27,0001234572,ESF 5,0,2026-08-01
